,model 1,model 2,model 3,acc,mcc,tp,tn,fp,fn,auroc,auprc
218,hardest-interleaved,tags-replacement,curriculum-strict-shuffled,0.9092,0.8183313743153854,4644,4448,458,450,0.9688138575698194,0.9698378500605366
215,hardest-interleaved,tags-replacement,larger-batches-larger-learning-rate,0.9092,0.8183295015049764,4654,4438,468,440,0.968926137253951,0.9699969133719861
5,vinai-preprocessing,hardest-interleaved,curriculum-strict,0.909,0.8179288849262195,4647,4443,463,447,0.968733809277551,0.9697280902248562
4,vinai-preprocessing,hardest-interleaved,no-easy,0.9089,0.8177284705294738,4650,4439,467,444,0.9690382968956548,0.9700146408024026
126,vinai-preprocessing,easiest-appended,mispredictions-appended,0.9089,0.8177692211542292,4624,4465,441,470,0.9682780281862821,0.969166517159714
210,hardest-interleaved,tags-replacement,no-easy,0.9088,0.817533060428899,4657,4431,475,437,0.9690051251714407,0.9699783967674264
260,hardest-interleaved,no-easy,larger-batches-larger-learning-rate,0.9088,0.8175296300368544,4644,4444,462,450,0.9687278271632326,0.9697018433679133
190,hardest-interleaved,easiest-interleaved,tags-replacement,0.9087,0.8173288135368878,4645,4442,464,449,0.969127148299295,0.9702305754927625
9,vinai-preprocessing,hardest-interleaved,larger-batches-larger-learning-rate,0.9087,0.8173288140824253,4651,4436,470,443,0.9689462243535354,0.970006232123646
586,tags-replacement,easiest-appended,mispredictions-appended,0.9087,0.8173598924195232,4626,4461,445,468,0.9681724108568933,0.9690695014934201
213,hardest-interleaved,tags-replacement,easiest-appended,0.9086,0.8171383812010384,4635,4451,455,459,0.9687265066965268,0.9696866359746477
12,vinai-preprocessing,hardest-interleaved,curriculum-strict-shuffled,0.9086,0.8171383812010384,4635,4451,455,459,0.9688202998467776,0.9698402944531077
198,hardest-interleaved,easiest-interleaved,larger-batches-larger-learning-rate,0.9085,0.8169297015992802,4642,4443,463,452,0.9686749284667173,0.9697382099331491
47,vinai-preprocessing,tags-replacement,curriculum-strict-shuffled,0.9084,0.8167381142371583,4659,4425,481,435,0.9682267700696134,0.9692142851494787
372,easiest-interleaved,tags-replacement,hardest-appended,0.9083,0.8165373734547485,4634,4449,457,460,0.9688826018668039,0.9700538689171078
211,hardest-interleaved,tags-replacement,curriculum-strict,0.9082,0.816327795070514,4646,4436,470,448,0.9687416920636429,0.9697224121048051
106,vinai-preprocessing,curriculum-strict,hardest-appended,0.9082,0.8163365324628336,4634,4448,458,460,0.9686716072928816,0.9698257737213694
318,hardest-interleaved,larger-batches-larger-learning-rate,curriculum-strict-shuffled,0.9081,0.8161388809212561,4632,4449,457,462,0.9685714719010287,0.9696277673561612
333,hardest-interleaved,mispredictions-interleaved,curriculum-strict-shuffled,0.9081,0.8161721455541132,4619,4462,444,475,0.9685050684313864,0.9696378281199459
212,hardest-interleaved,tags-replacement,baseline,0.9081,0.8161341225065616,4655,4426,480,439,0.9688688570088212,0.9699170459208938
214,hardest-interleaved,tags-replacement,drop-duplicates,0.9081,0.8161341225065616,4655,4426,480,439,0.9688688570088212,0.9699170459208938
216,hardest-interleaved,tags-replacement,mispredictions-appended,0.9081,0.8161567392123781,4624,4457,449,470,0.9687539563983494,0.9697810888812212
263,hardest-interleaved,no-easy,curriculum-strict-shuffled,0.9081,0.8161293836962356,4640,4441,465,454,0.968335248410198,0.9692742038412926
28,vinai-preprocessing,easiest-interleaved,mispredictions-appended,0.908,0.8159363940149195,4633,4447,459,461,0.968614867238677,0.9696364186742337
169,vinai-preprocessing,curriculum-strict-shuffled,hardest-appended,0.908,0.815955320893942,4624,4456,450,470,0.9686831513730212,0.9698538875696571
241,hardest-interleaved,smiley-reconstruction,no-easy,0.908,0.8159284519709347,4641,4439,467,453,0.9685706115969629,0.9696401366558882
223,hardest-interleaved,tags-replacement,curriculum-reordered,0.908,0.8159333833243514,4654,4426,480,440,0.968822780723619,0.9699479289553432
244,hardest-interleaved,smiley-reconstruction,easiest-appended,0.908,0.8159671280432846,4620,4460,446,474,0.9683327275192145,0.9693861065229457
219,hardest-interleaved,tags-replacement,hardest-appended,0.9079,0.8157720430859752,4618,4461,445,476,0.9690759902179826,0.9702705637370544
40,vinai-preprocessing,tags-replacement,curriculum-strict,0.9079,0.8157508323827445,4663,4416,490,431,0.9681761121650836,0.9690738740870548
299,hardest-interleaved,easiest-appended,curriculum-strict-shuffled,0.9079,0.8157791237091478,4616,4463,443,478,0.9681535842028006,0.9690561155136563
295,hardest-interleaved,easiest-appended,drop-duplicates,0.9079,0.8157329410037576,4635,4444,462,459,0.9684398253718796,0.9693861869081454
283,hardest-interleaved,baseline,easiest-appended,0.9079,0.8157329410037576,4635,4444,462,459,0.9684398253718794,0.9693861872816553
31,vinai-preprocessing,easiest-interleaved,hardest-appended,0.9079,0.8157444722551851,4628,4451,455,466,0.9689252169286713,0.9701082399940542
8,vinai-preprocessing,hardest-interleaved,drop-duplicates,0.9078,0.8155320094473909,4652,4426,480,442,0.9688673964926163,0.9699227282622387
3,vinai-preprocessing,hardest-interleaved,smiley-reconstruction,0.9078,0.8155278795721397,4641,4437,469,453,0.9687656805421307,0.9698995998661111
6,vinai-preprocessing,hardest-interleaved,baseline,0.9078,0.8155320094473909,4652,4426,480,442,0.9688673964926163,0.9699227282622387
231,hardest-interleaved,corrects-interleaved,larger-batches-larger-learning-rate,0.9078,0.8155579646293285,4622,4456,450,472,0.9683809845751882,0.9694324932205336
208,hardest-interleaved,tags-replacement,corrects-interleaved,0.9077,0.8153423046784598,4628,4449,457,466,0.9687155028073122,0.9697880685744279
296,hardest-interleaved,easiest-appended,larger-batches-larger-learning-rate,0.9077,0.8153593371796579,4621,4456,450,473,0.9685313177089311,0.9695276013810284
10,vinai-preprocessing,hardest-interleaved,mispredictions-appended,0.9077,0.8153719406178371,4617,4460,446,477,0.9688050544584478,0.9698562624609139
11,vinai-preprocessing,hardest-interleaved,mispredictions-interleaved,0.9077,0.815330669302975,4636,4441,465,458,0.9691335305550394,0.9702909361428524
256,hardest-interleaved,no-easy,curriculum-strict,0.9077,0.8153279845096768,4640,4437,469,454,0.9683022767566969,0.9691793678880556
273,hardest-interleaved,curriculum-strict,larger-batches-larger-learning-rate,0.9077,0.8153327949904511,4634,4443,463,460,0.968474557647655,0.9694644923585836
209,hardest-interleaved,tags-replacement,smiley-reconstruction,0.9077,0.8153274255040273,4642,4435,471,452,0.9687370704301729,0.9698833565055693
154,vinai-preprocessing,mispredictions-appended,mispredictions-interleaved,0.9077,0.815334053636467,4633,4444,462,461,0.9686107857961318,0.9696507861319096
7,vinai-preprocessing,hardest-interleaved,easiest-appended,0.9077,0.8153423046784598,4628,4449,457,466,0.9687670610300505,0.9697115557621759
1,vinai-preprocessing,hardest-interleaved,tags-replacement,0.9077,0.815333689281972,4653,4424,482,441,0.9689445037454039,0.9700131102311984
155,vinai-preprocessing,mispredictions-appended,curriculum-strict-shuffled,0.9076,0.8151432456459003,4627,4449,457,467,0.9683091191750812,0.9692778362089527
309,hardest-interleaved,drop-duplicates,curriculum-strict-shuffled,0.9076,0.8151286661911611,4638,4438,468,456,0.9685135114154748,0.9695402137335065
308,hardest-interleaved,drop-duplicates,mispredictions-interleaved,0.9076,0.8151276111527612,4645,4431,475,449,0.9688444683889074,0.9699717463903098
1046,baseline,easiest-appended,mispredictions-appended,0.9076,0.8151578524368022,4621,4455,451,473,0.9679166604644746,0.9687817924978948
129,vinai-preprocessing,easiest-appended,hardest-appended,0.9076,0.815163764978666,4619,4457,449,475,0.968647898913392,0.9697497987181772
76,vinai-preprocessing,smiley-reconstruction,mispredictions-appended,0.9076,0.8151333357630934,4633,4443,463,461,0.9680930027909064,0.9690358520102882
1111,easiest-appended,drop-duplicates,mispredictions-appended,0.9076,0.8151578524368022,4621,4455,451,473,0.9679166604644746,0.9687817924978948
288,hardest-interleaved,baseline,curriculum-strict-shuffled,0.9076,0.8151286661911611,4638,4438,468,456,0.9685135114154748,0.9695402137335065
287,hardest-interleaved,baseline,mispredictions-interleaved,0.9076,0.8151276111527612,4645,4431,475,449,0.9688444683889074,0.9699717463903098
274,hardest-interleaved,curriculum-strict,mispredictions-appended,0.9076,0.8151701992842741,4617,4459,447,477,0.9680894215251439,0.9690842966610993
566,tags-replacement,curriculum-strict,hardest-appended,0.9076,0.8151310764000682,4635,4441,465,459,0.9686480789770338,0.9697953486462981
0,vinai-preprocessing,hardest-interleaved,easiest-interleaved,0.9076,0.8151293390748079,4637,4439,467,457,0.9691217663971154,0.9702501887302233
195,hardest-interleaved,easiest-interleaved,baseline,0.9076,0.8151272598187501,4643,4433,473,451,0.9687125817749024,0.9697782598655251
196,hardest-interleaved,easiest-interleaved,easiest-appended,0.9076,0.8151968279715204,4610,4466,440,484,0.96833296760407,0.9693750039768496
197,hardest-interleaved,easiest-interleaved,drop-duplicates,0.9076,0.8151272598187501,4643,4433,473,451,0.9687125817749024,0.9697782598655251
606,tags-replacement,larger-batches-larger-learning-rate,mispredictions-interleaved,0.9076,0.8151446988188412,4659,4417,489,435,0.9686192087731488,0.9696989264445066
17,vinai-preprocessing,hardest-interleaved,curriculum-reordered,0.9076,0.8151272598187501,4643,4433,473,451,0.9688306635097109,0.9699408594458493
614,tags-replacement,mispredictions-appended,mispredictions-interleaved,0.9076,0.8151321408297303,4634,4442,464,460,0.9685245153046892,0.9695509818932765
788,smiley-reconstruction,curriculum-strict,mispredictions-appended,0.9076,0.8151524616824006,4623,4453,453,471,0.9677272335134128,0.9686516549816482
230,hardest-interleaved,corrects-interleaved,drop-duplicates,0.9075,0.8149402621617441,4628,4447,459,466,0.9683087590477978,0.9693587395099568
325,hardest-interleaved,mispredictions-appended,mispredictions-interleaved,0.9075,0.8149946682184783,4610,4465,441,484,0.9682966347625905,0.9693973771952314
13,vinai-preprocessing,hardest-interleaved,hardest-appended,0.9075,0.8149826663995654,4613,4462,444,481,0.9691218664324719,0.9703229937281121
811,smiley-reconstruction,easiest-appended,mispredictions-appended,0.9075,0.8150033213937988,4608,4467,439,486,0.9677478407968513,0.9686831489380672
104,vinai-preprocessing,curriculum-strict,mispredictions-interleaved,0.9075,0.8149293829140877,4648,4427,479,446,0.9686097254213529,0.9696493865283902
103,vinai-preprocessing,curriculum-strict,mispredictions-appended,0.9075,0.8149326489771446,4633,4442,464,461,0.9682664440919998,0.9691509719740348
228,hardest-interleaved,corrects-interleaved,baseline,0.9075,0.8149402621617441,4628,4447,459,466,0.9683087590477978,0.9693587395099568
589,tags-replacement,easiest-appended,hardest-appended,0.9074,0.8147498425874987,4623,4451,455,471,0.9685433419587819,0.9696524255960852
204,hardest-interleaved,easiest-interleaved,curriculum-reordered-shuffled,0.9074,0.814734021419264,4652,4422,484,442,0.9682785483701359,0.969449074503358
158,vinai-preprocessing,mispredictions-appended,curriculum-reordered-shuffled,0.9074,0.8147466484620413,4659,4415,491,435,0.9683633383383023,0.9694124383666517
319,hardest-interleaved,larger-batches-larger-learning-rate,hardest-appended,0.9074,0.814773510624166,4615,4459,447,479,0.9688064949675813,0.970007797793256
364,easiest-interleaved,tags-replacement,curriculum-strict,0.9074,0.8147444527338695,4658,4416,490,436,0.9684417660577954,0.9694715621526074
156,vinai-preprocessing,mispredictions-appended,hardest-appended,0.9074,0.8147884735952571,4611,4463,443,483,0.9686627841744386,0.9697338546912784
42,vinai-preprocessing,tags-replacement,easiest-appended,0.9074,0.8147315890547877,4650,4424,482,444,0.9680903218433523,0.9690054499542239
136,vinai-preprocessing,drop-duplicates,mispredictions-appended,0.9074,0.8147279597672101,4638,4436,470,456,0.9682659039010748,0.9691938762104506
307,hardest-interleaved,drop-duplicates,mispredictions-appended,0.9074,0.8147523447514792,4622,4452,454,472,0.9684225992834907,0.9693989835621941
85,vinai-preprocessing,no-easy,curriculum-strict,0.9074,0.8147315890547877,4650,4424,482,444,0.9683929087896825,0.9692488439419287
202,hardest-interleaved,easiest-interleaved,hardest-appended,0.9074,0.8147925402471756,4610,4464,442,484,0.9686579624702555,0.9698935788420061
115,vinai-preprocessing,baseline,mispredictions-appended,0.9074,0.8147279597672101,4638,4436,470,456,0.9682659039010748,0.9691938762104506
286,hardest-interleaved,baseline,mispredictions-appended,0.9074,0.8147523447514792,4622,4452,454,472,0.9684225992834907,0.9693989835621941
563,tags-replacement,curriculum-strict,mispredictions-appended,0.9074,0.8147291817966774,4636,4438,468,458,0.9682332123465718,0.9691265818202737
311,hardest-interleaved,drop-duplicates,corrects-appended,0.9073,0.8146847718757816,4592,4481,425,502,0.9685031277454704,0.9695709365738687
191,hardest-interleaved,easiest-interleaved,corrects-interleaved,0.9073,0.8145485800762052,4623,4450,456,471,0.9681896369452819,0.9693278484775593
275,hardest-interleaved,curriculum-strict,mispredictions-interleaved,0.9073,0.8145383445172176,4628,4445,461,466,0.9684272409240322,0.969529399347103
891,no-easy,baseline,mispredictions-appended,0.9073,0.8145274987339279,4644,4429,477,450,0.9681690296618437,0.9690726359959825
278,hardest-interleaved,curriculum-strict,corrects-appended,0.9073,0.8147045985595659,4589,4484,422,505,0.968029860473886,0.9689618512221851
27,vinai-preprocessing,easiest-interleaved,larger-batches-larger-learning-rate,0.9073,0.8145412845639912,4656,4417,489,438,0.9685157922216027,0.9695190317866382
775,smiley-reconstruction,no-easy,mispredictions-appended,0.9073,0.8145325029638381,4632,4441,465,462,0.9680160756017608,0.9689586570341984
302,hardest-interleaved,easiest-appended,curriculum-reordered-shuffled,0.9073,0.814526988737455,4641,4432,474,453,0.9680114539682906,0.9690478715675381
21,vinai-preprocessing,easiest-interleaved,smiley-reconstruction,0.9073,0.8145346006350176,4652,4421,485,442,0.968320403163294,0.9694202719289022
290,hardest-interleaved,baseline,corrects-appended,0.9073,0.8146847718757816,4592,4481,425,502,0.9685031277454704,0.9695709365738687
912,no-easy,drop-duplicates,mispredictions-appended,0.9073,0.8145274987339279,4644,4429,477,450,0.9681690296618437,0.9690726359959825
201,hardest-interleaved,easiest-interleaved,curriculum-strict-shuffled,0.9073,0.8145620747165968,4618,4455,451,476,0.9684189179823718,0.9694946438688895
79,vinai-preprocessing,smiley-reconstruction,hardest-appended,0.9073,0.8145366885401516,4629,4444,462,465,0.9684731371455928,0.9696447540629984
326,hardest-interleaved,mispredictions-appended,curriculum-strict-shuffled,0.9072,0.814429685293631,4601,4471,435,493,0.96817313111146,0.9692202529841524
257,hardest-interleaved,no-easy,baseline,0.9072,0.8143325254940472,4650,4422,484,444,0.9686666455391995,0.9696349351459914
366,easiest-interleaved,tags-replacement,easiest-appended,0.9072,0.8143290245185469,4635,4437,469,459,0.9684073338880893,0.9694334899159412
259,hardest-interleaved,no-easy,drop-duplicates,0.9072,0.8143325254940472,4650,4422,484,444,0.9686666455391995,0.9696349351459914
297,hardest-interleaved,easiest-appended,mispredictions-appended,0.9072,0.814429685293631,4601,4471,435,493,0.9681379386730447,0.969095687828289
227,hardest-interleaved,corrects-interleaved,curriculum-strict,0.9072,0.8143548627751953,4620,4452,454,474,0.9678479561816328,0.9687676709024297
369,easiest-interleaved,tags-replacement,mispredictions-appended,0.9072,0.8143290245185469,4635,4437,469,459,0.9685897783712675,0.9696076343192607
248,hardest-interleaved,smiley-reconstruction,mispredictions-interleaved,0.9072,0.8143391550580957,4627,4445,461,467,0.9686901938621185,0.9699182064791639
229,hardest-interleaved,corrects-interleaved,easiest-appended,0.9072,0.814369992315147,4615,4457,449,479,0.96794122914803,0.9688487027358249
380,easiest-interleaved,corrects-interleaved,curriculum-strict,0.9072,0.8143358402232632,4629,4443,463,465,0.9676924412164236,0.9687526393856901
1120,easiest-appended,larger-batches-larger-learning-rate,mispredictions-appended,0.9072,0.8143844415038112,4611,4461,445,483,0.9681113692823591,0.9690049429144084
983,curriculum-strict,easiest-appended,hardest-appended,0.9072,0.8143883795543487,4610,4462,444,484,0.9680663333648646,0.9692155567422954
1129,easiest-appended,mispredictions-appended,mispredictions-interleaved,0.9072,0.8144245745946698,4602,4470,436,492,0.9679988695204433,0.969006518024328
102,vinai-preprocessing,curriculum-strict,larger-batches-larger-learning-rate,0.9072,0.8143421462700166,4656,4416,490,438,0.9682047022699701,0.9690942911576185
523,tags-replacement,corrects-interleaved,curriculum-strict-shuffled,0.9072,0.8143473488909317,4623,4449,457,471,0.968137898658902,0.9691817068229791
990,curriculum-strict,drop-duplicates,mispredictions-appended,0.9071,0.814131219422412,4632,4439,467,462,0.9679123189300025,0.9687893795905592
217,hardest-interleaved,tags-replacement,mispredictions-interleaved,0.9071,0.8141279728307642,4636,4435,471,458,0.9690920759033073,0.9702358518479481
30,vinai-preprocessing,easiest-interleaved,curriculum-strict-shuffled,0.9071,0.8141273108269997,4643,4428,478,451,0.9685139315639719,0.9696004379135341
350,hardest-interleaved,hardest-appended,smaller-batches-smaller-learning-rate,0.9071,0.8141682805011957,4615,4456,450,479,0.9683866665834373,0.9696206482531912
348,hardest-interleaved,hardest-appended,only-corrects,0.9071,0.8141509001372377,4621,4450,456,473,0.9682910928038405,0.969508702558199
316,hardest-interleaved,larger-batches-larger-learning-rate,mispredictions-appended,0.9071,0.8141787294588474,4612,4459,447,482,0.9685476834932538,0.9695716092125106
35,vinai-preprocessing,easiest-interleaved,curriculum-reordered,0.9071,0.8141474154109385,4658,4413,493,436,0.9683657792010006,0.9694566469709435
271,hardest-interleaved,curriculum-strict,easiest-appended,0.9071,0.8141682805011957,4615,4456,450,479,0.9680197569028797,0.9689105918193198
362,easiest-interleaved,tags-replacement,smiley-reconstruction,0.9071,0.8141374515790105,4653,4418,488,441,0.9682795687307723,0.9694084615787133
317,hardest-interleaved,larger-batches-larger-learning-rate,mispredictions-interleaved,0.9071,0.8141419190899778,4625,4446,460,469,0.9688660760259106,0.9700140977838348
472,easiest-interleaved,larger-batches-larger-learning-rate,hardest-appended,0.9071,0.8141382104162079,4627,4444,462,467,0.9685587273966111,0.9697126069207043
45,vinai-preprocessing,tags-replacement,mispredictions-appended,0.9071,0.8141318297040474,4649,4422,484,445,0.968302416806196,0.9692150457200042
56,vinai-preprocessing,corrects-interleaved,curriculum-strict,0.9071,0.8141350230232471,4629,4442,464,465,0.9680134346683492,0.9689251988476427
149,vinai-preprocessing,larger-batches-larger-learning-rate,corrects-appended,0.9071,0.8142429928731605,4598,4473,433,496,0.9681462216005625,0.9690671528462653
969,curriculum-strict,baseline,mispredictions-appended,0.9071,0.814131219422412,4632,4439,467,462,0.9679123189300025,0.9687893795905592
92,vinai-preprocessing,no-easy,curriculum-strict-shuffled,0.9071,0.8141307504330187,4648,4423,483,446,0.9684545505763558,0.9693867467861365
93,vinai-preprocessing,no-easy,hardest-appended,0.9071,0.8141268121700075,4640,4431,475,454,0.9688492700860192,0.9698980606707314
361,easiest-interleaved,tags-replacement,corrects-interleaved,0.9071,0.8141274870933501,4637,4434,472,457,0.9684187179116588,0.969565623842556
321,hardest-interleaved,larger-batches-larger-learning-rate,curriculum-reordered-shuffled,0.9071,0.8141374515790105,4653,4418,488,441,0.9685098701284981,0.9696442480062856
245,hardest-interleaved,smiley-reconstruction,drop-duplicates,0.9071,0.8141269067561607,4639,4432,474,455,0.9683056779588177,0.9693910247261277
251,hardest-interleaved,smiley-reconstruction,corrects-appended,0.9071,0.8143255274160341,4585,4486,420,509,0.9684361240636891,0.969584637830051
536,tags-replacement,smiley-reconstruction,mispredictions-appended,0.9071,0.8141274870933501,4637,4434,472,457,0.968014695113841,0.9689677342744999
367,easiest-interleaved,tags-replacement,drop-duplicates,0.9071,0.8141410455213303,4655,4416,490,439,0.9684504291196682,0.9695546270998476
306,hardest-interleaved,drop-duplicates,larger-batches-larger-learning-rate,0.9071,0.8141330394450875,4650,4421,485,444,0.9686265913824583,0.9696606988261101
999,curriculum-strict,larger-batches-larger-learning-rate,mispredictions-appended,0.9071,0.8141365515572322,4628,4443,463,466,0.9680739560590295,0.9689361662878223
23,vinai-preprocessing,easiest-interleaved,curriculum-strict,0.9071,0.8141298016232118,4647,4424,482,447,0.96843290292521,0.9694440488828237
22,vinai-preprocessing,easiest-interleaved,no-easy,0.9071,0.8141343796651183,4651,4420,486,443,0.9687428724808496,0.969721092814186
365,easiest-interleaved,tags-replacement,baseline,0.9071,0.8141410455213303,4655,4416,490,439,0.9684504291196682,0.9695546270998476
285,hardest-interleaved,baseline,larger-batches-larger-learning-rate,0.9071,0.8141330394450875,4650,4421,485,444,0.9686265913824583,0.9696606988261101
791,smiley-reconstruction,curriculum-strict,hardest-appended,0.9071,0.8141461490081282,4623,4448,458,471,0.9681549646907204,0.9693619664056354
243,hardest-interleaved,smiley-reconstruction,baseline,0.9071,0.8141269067561607,4639,4432,474,455,0.9683056779588177,0.9693910247261277
2,vinai-preprocessing,hardest-interleaved,corrects-interleaved,0.9071,0.8141461490081282,4623,4448,458,471,0.9686864925539282,0.9697554614527985
480,easiest-interleaved,mispredictions-appended,hardest-appended,0.907,0.8140244923333837,4601,4469,437,493,0.9682934936523965,0.9694244819906028
89,vinai-preprocessing,no-easy,larger-batches-larger-learning-rate,0.907,0.8139484634396751,4658,4412,494,436,0.9685058687142385,0.9694539530873905
157,vinai-preprocessing,mispredictions-appended,corrects-appended,0.907,0.8141364320246441,4583,4487,419,511,0.9682894322169228,0.9692093072807515
1003,curriculum-strict,larger-batches-larger-learning-rate,corrects-appended,0.907,0.8140814715244601,4591,4479,427,503,0.9678211467060919,0.9686294491073256
585,tags-replacement,easiest-appended,larger-batches-larger-learning-rate,0.907,0.8139279034139221,4644,4426,480,450,0.96815634517864,0.9691239512648873
242,hardest-interleaved,smiley-reconstruction,curriculum-strict,0.907,0.813940878104335,4625,4445,461,469,0.9682628628262373,0.969328157923453
924,no-easy,larger-batches-larger-learning-rate,hardest-appended,0.907,0.8139372969294271,4627,4443,463,467,0.968544622411345,0.9696211922389175
980,curriculum-strict,easiest-appended,mispredictions-appended,0.907,0.8139882855134403,4609,4461,445,485,0.9676947620366941,0.9685696104260207
46,vinai-preprocessing,tags-replacement,mispredictions-interleaved,0.907,0.8139461467416929,4657,4413,493,437,0.9686163277548817,0.9696767632541983
400,easiest-interleaved,smiley-reconstruction,mispredictions-appended,0.907,0.8139472269653035,4622,4448,458,472,0.9680990049122962,0.9691195435858513
629,tags-replacement,curriculum-strict-shuffled,hardest-appended,0.907,0.8139372969294271,4627,4443,463,467,0.9686201891196423,0.9697757521508346
384,easiest-interleaved,corrects-interleaved,larger-batches-larger-learning-rate,0.907,0.8139329023585824,4630,4440,466,464,0.9679639371739547,0.9689764698855522
39,vinai-preprocessing,tags-replacement,no-easy,0.907,0.8139484634396751,4658,4412,494,436,0.9684619331856652,0.9693813328423795
1226,larger-batches-larger-learning-rate,curriculum-strict-shuffled,corrects-appended,0.907,0.8141011048618514,4588,4482,424,506,0.9679376678893388,0.9689084589111983
814,smiley-reconstruction,easiest-appended,hardest-appended,0.907,0.8139843457022721,4610,4460,446,484,0.9681128898197779,0.9692685900030011
460,easiest-interleaved,drop-duplicates,mispredictions-appended,0.907,0.813930624165377,4632,4438,468,462,0.9682403348639543,0.9692557146746839
25,vinai-preprocessing,easiest-interleaved,easiest-appended,0.907,0.813930624165377,4632,4438,468,462,0.9684435666942124,0.9694354508989934
221,hardest-interleaved,tags-replacement,curriculum-reordered-shuffled,0.907,0.813965105157882,4664,4406,500,430,0.9688598738338077,0.9699454983755008
439,easiest-interleaved,baseline,mispredictions-appended,0.907,0.813930624165377,4632,4438,468,462,0.9682403348639543,0.9692557146746839
272,hardest-interleaved,curriculum-strict,drop-duplicates,0.9069,0.8137267338402051,4638,4431,475,456,0.968384305749024,0.9693431398963279
20,vinai-preprocessing,easiest-interleaved,corrects-interleaved,0.9069,0.813730059886349,4632,4437,469,462,0.968416076978247,0.969548140529871
24,vinai-preprocessing,easiest-interleaved,baseline,0.9069,0.8137449131061668,4656,4413,493,438,0.9684541504349297,0.9695284426748544
193,hardest-interleaved,easiest-interleaved,no-easy,0.9069,0.8137269624042879,4637,4432,474,457,0.9685999819776301,0.9695948521608274
588,tags-replacement,easiest-appended,curriculum-strict-shuffled,0.9069,0.8137322109372249,4630,4439,467,464,0.9681151106046921,0.9690782395704862
26,vinai-preprocessing,easiest-interleaved,drop-duplicates,0.9069,0.8137449131061668,4656,4413,493,438,0.9684541504349297,0.9695284426748544
270,hardest-interleaved,curriculum-strict,baseline,0.9069,0.8137267338402051,4638,4431,475,456,0.968384305749024,0.9693431398963279
830,smiley-reconstruction,larger-batches-larger-learning-rate,mispredictions-appended,0.9069,0.8137460257937712,4622,4447,459,472,0.9679102181875161,0.9688321856229937
552,tags-replacement,no-easy,curriculum-strict-shuffled,0.9069,0.8137305423432744,4647,4422,484,447,0.9684158969146055,0.969359695739575
206,hardest-interleaved,easiest-interleaved,curriculum-reordered,0.9069,0.8137310702707425,4631,4438,468,463,0.9683388096688895,0.9694940735807732
567,tags-replacement,curriculum-strict,corrects-appended,0.9069,0.8138170266076435,4602,4467,439,492,0.9681087483560191,0.9690010053087699
417,easiest-interleaved,no-easy,hardest-appended,0.9069,0.8137348830943112,4628,4441,465,466,0.9684786590972714,0.9695838071186323
145,vinai-preprocessing,larger-batches-larger-learning-rate,mispredictions-appended,0.9069,0.813730059886349,4632,4437,469,462,0.9683937490866772,0.969289040349092
162,vinai-preprocessing,mispredictions-interleaved,curriculum-strict-shuffled,0.9069,0.8137273212879079,4636,4433,473,458,0.9686582425692538,0.969754723786656
391,easiest-interleaved,corrects-interleaved,only-corrects,0.9069,0.8137273212879079,4636,4433,473,458,0.9674972122146852,0.9686468243611682
387,easiest-interleaved,corrects-interleaved,curriculum-strict-shuffled,0.9069,0.8137460257937712,4622,4447,459,472,0.9678224071515835,0.9689474589994971
370,easiest-interleaved,tags-replacement,mispredictions-interleaved,0.9069,0.8137356249815753,4651,4418,488,443,0.9688728784301524,0.9700019638246828
107,vinai-preprocessing,curriculum-strict,corrects-appended,0.9069,0.8138484826415876,4596,4473,433,498,0.9680996051244352,0.9689545068670271
100,vinai-preprocessing,curriculum-strict,easiest-appended,0.9069,0.8137278104843536,4635,4434,472,459,0.9680606513566156,0.968900505068897
441,easiest-interleaved,baseline,curriculum-strict-shuffled,0.9069,0.8137305423432744,4647,4422,484,447,0.9681587460271958,0.9692576262367827
454,easiest-interleaved,easiest-appended,corrects-appended,0.9069,0.8139254565092551,4584,4485,421,510,0.967906456858112,0.968906837392008
330,hardest-interleaved,mispredictions-appended,only-corrects,0.9069,0.8137460257937712,4622,4447,459,472,0.9678644820225261,0.9688890829552383
148,vinai-preprocessing,larger-batches-larger-learning-rate,hardest-appended,0.9069,0.8137278104843536,4635,4434,472,459,0.9686885732893435,0.9698413905607546
1219,larger-batches-larger-learning-rate,mispredictions-interleaved,hardest-appended,0.9069,0.813768175984192,4614,4455,451,480,0.9685565866399821,0.9697761706929107
462,easiest-interleaved,drop-duplicates,curriculum-strict-shuffled,0.9069,0.8137305423432744,4647,4422,484,447,0.9681587460271958,0.9692576262367827
80,vinai-preprocessing,smiley-reconstruction,corrects-appended,0.9069,0.8138484826415876,4596,4473,433,498,0.9679124989936443,0.9689539533356238
403,easiest-interleaved,smiley-reconstruction,hardest-appended,0.9069,0.8137417905604838,4624,4445,461,470,0.9684014318020561,0.9695956258520935
170,vinai-preprocessing,curriculum-strict-shuffled,corrects-appended,0.9069,0.8138977152082045,4588,4481,425,506,0.9682269301261839,0.9692084397346421
483,easiest-interleaved,mispredictions-appended,only-corrects,0.9068,0.8135274675634856,4635,4433,473,459,0.9677093471916712,0.9687792557905003
304,hardest-interleaved,easiest-appended,curriculum-reordered,0.9068,0.8135388896899087,4625,4443,463,469,0.9680339819305736,0.9690706034577676
418,easiest-interleaved,no-easy,corrects-appended,0.9068,0.8136098518553462,4603,4465,441,491,0.9681601065080442,0.9691261193158316
