,model 1,model 2,model 3,model 4,acc,mcc,tp,tn,fp,fn,auroc,auprc
146,weight_decay-0.005,train_batch_size-32,warmup_ratio-0.05,train_batch_size-8,0.9065911431513903,0.8131657175909147,4468,4335,469,438,0.9692885701648952,0.9686998367540605
196,weight_decay-0.005,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9065911431513903,0.8131644554651606,4467,4336,468,439,0.968838603718263,0.9682012241078098
197,weight_decay-0.005,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,0.9065911431513903,0.8131606115548607,4454,4349,455,452,0.9689879136593945,0.9684245532349652
325,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9065911431513903,0.813159782290519,4461,4342,462,445,0.969223016354424,0.9686874984812909
182,weight_decay-0.005,dropout-0.05,warmup_ratio-0.05,train_batch_size-8,0.9065911431513903,0.813163331424499,4466,4337,467,440,0.9687811964007436,0.9681821135766813
167,weight_decay-0.005,default,warmup_ratio-0.05,train_batch_size-8,0.9065911431513903,0.813163331424499,4466,4337,467,440,0.9687811964007436,0.9681821135766813
192,weight_decay-0.005,dropout-0.2,warmup_ratio-0.05,train_batch_size-8,0.9065911431513903,0.813163331424499,4466,4337,467,440,0.9687811964007436,0.9681821135766813
157,weight_decay-0.005,default,dropout-0.2,learning_rate-4e-05,0.9065911431513903,0.813159427946412,4457,4346,458,449,0.9688797180498789,0.9683299941551026
218,train_batch_size-32,default,weight_decay-0.02,train_batch_size-8,0.9064881565396499,0.8129578643207387,4466,4336,468,440,0.9691807988518877,0.9685410645601759
260,default,dropout-0.05,dropout-0.2,weight_decay-0.02,0.9064881565396499,0.8129551175279935,4463,4339,465,443,0.9685561707477768,0.9679452455058519
256,train_batch_size-32,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9064881565396499,0.8129544779971055,4462,4340,464,444,0.9696410757036618,0.9691303700657551
198,weight_decay-0.005,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.9064881565396499,0.8129568106841073,4465,4337,467,441,0.9687494165923015,0.9681071959827725
111,warmup_ratio-0.2,weight_decay-0.02,learning_rate-1e-05,learning_rate-4e-05,0.9064881565396499,0.8129533506052429,4457,4345,459,449,0.9691296711226851,0.968579510586629
183,weight_decay-0.005,dropout-0.05,learning_rate-4e-05,train_batch_size-8,0.9064881565396499,0.8129533000647999,4458,4344,460,448,0.9688173676780425,0.9682379783143557
252,train_batch_size-32,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9064881565396499,0.8129618535377986,4469,4333,471,437,0.9692488347969299,0.9686068727893025
168,weight_decay-0.005,default,learning_rate-4e-05,train_batch_size-8,0.9064881565396499,0.8129533000647999,4458,4344,460,448,0.9688173676780425,0.9682379783143557
233,train_batch_size-32,dropout-0.05,weight_decay-0.02,train_batch_size-8,0.9064881565396499,0.8129578643207387,4466,4336,468,440,0.9691807988518877,0.9685410645601759
225,train_batch_size-32,dropout-0.05,dropout-0.2,weight_decay-0.02,0.9064881565396499,0.8129634594006804,4470,4332,472,436,0.9691891150634425,0.9685893680105312
193,weight_decay-0.005,dropout-0.2,learning_rate-4e-05,train_batch_size-8,0.9064881565396499,0.8129533000647999,4458,4344,460,448,0.9688173676780425,0.9682379783143557
205,train_batch_size-32,default,dropout-0.05,weight_decay-0.02,0.9064881565396499,0.8129634594006804,4470,4332,472,436,0.9691891150634425,0.9685893680105312
210,train_batch_size-32,default,dropout-0.2,weight_decay-0.02,0.9064881565396499,0.8129634594006804,4470,4332,472,436,0.9691891150634425,0.9685893680105312
243,train_batch_size-32,dropout-0.2,weight_decay-0.02,train_batch_size-8,0.9064881565396499,0.8129578643207387,4466,4336,468,440,0.9691807988518877,0.9685410645601759
65,warmup_ratio-0.2,default,dropout-0.05,weight_decay-0.02,0.9063851699279094,0.8127487732655339,4462,4339,465,444,0.9686533770777376,0.968065863443647
307,dropout-0.05,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9063851699279094,0.8127536896406041,4467,4334,470,439,0.9688508658873416,0.9682347499601456
25,warmup_ratio-0.2,weight_decay-0.005,dropout-0.2,train_batch_size-8,0.9063851699279094,0.8127482039887235,4461,4340,464,445,0.9686910758224648,0.9680871397818758
115,warmup_ratio-0.2,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9063851699279094,0.8127482039887235,4461,4340,464,445,0.9687564599143329,0.9681065113934773
287,default,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9063851699279094,0.8127536896406041,4467,4334,470,439,0.9688508658873416,0.9682347499601456
14,warmup_ratio-0.2,weight_decay-0.005,default,train_batch_size-8,0.9063851699279094,0.8127482039887235,4461,4340,464,445,0.9686910758224648,0.9680871397818758
148,weight_decay-0.005,default,dropout-0.05,dropout-0.2,0.9063851699279094,0.8127494805342147,4463,4338,466,443,0.9685552160806339,0.9679753353702394
20,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,train_batch_size-8,0.9063851699279094,0.8127482039887235,4461,4340,464,445,0.9686910758224648,0.9680871397818758
317,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9063851699279094,0.8127536896406041,4467,4334,470,439,0.9688508658873416,0.9682347499601456
264,default,dropout-0.05,dropout-0.2,train_batch_size-8,0.9063851699279094,0.8127503258002557,4464,4337,467,442,0.9685733547563469,0.9679387225822189
85,warmup_ratio-0.2,dropout-0.05,dropout-0.2,weight_decay-0.02,0.9063851699279094,0.8127487732655339,4462,4339,465,444,0.9686533770777376,0.968065863443647
70,warmup_ratio-0.2,default,dropout-0.2,weight_decay-0.02,0.9063851699279094,0.8127487732655339,4462,4339,465,444,0.9686533770777376,0.968065863443647
199,weight_decay-0.005,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9063851699279094,0.8127477726985053,4460,4341,463,446,0.9687919311023936,0.9681695431830638
84,warmup_ratio-0.2,default,learning_rate-4e-05,train_batch_size-8,0.9062821833161689,0.8125416045908156,4459,4341,463,447,0.9687988471354725,0.9681925096659261
93,warmup_ratio-0.2,dropout-0.05,weight_decay-0.02,train_batch_size-8,0.9062821833161689,0.8125424647598539,4461,4339,465,445,0.9686417725682464,0.9680003045698969
169,weight_decay-0.005,dropout-0.05,dropout-0.2,weight_decay-0.02,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.9686047526979318,0.9680081432651335
173,weight_decay-0.005,dropout-0.05,dropout-0.2,train_batch_size-8,0.9062821833161689,0.812543876745966,4463,4337,467,443,0.9686354081206279,0.9680150490963624
27,warmup_ratio-0.2,weight_decay-0.005,weight_decay-0.02,warmup_ratio-0.05,0.9062821833161689,0.8125413814249026,4458,4342,462,448,0.9687903612053146,0.9682103617120099
23,warmup_ratio-0.2,weight_decay-0.005,dropout-0.2,warmup_ratio-0.05,0.9062821833161689,0.8125424647598539,4461,4339,465,445,0.9688167948777568,0.9682689319485912
12,warmup_ratio-0.2,weight_decay-0.005,default,warmup_ratio-0.05,0.9062821833161689,0.8125424647598539,4461,4339,465,445,0.9688167948777568,0.9682689319485912
21,warmup_ratio-0.2,weight_decay-0.005,dropout-0.2,weight_decay-0.02,0.9062821833161689,0.8125419657008125,4460,4340,464,446,0.9686715581831011,0.9680836916585125
202,weight_decay-0.005,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9062821833161689,0.812543101773111,4462,4338,466,444,0.9690808558094509,0.9685454295343674
18,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,warmup_ratio-0.05,0.9062821833161689,0.8125424647598539,4461,4339,465,445,0.9688167948777568,0.9682689319485912
16,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,weight_decay-0.02,0.9062821833161689,0.8125419657008125,4460,4340,464,446,0.9686715581831011,0.9680836916585125
10,warmup_ratio-0.2,weight_decay-0.005,default,weight_decay-0.02,0.9062821833161689,0.8125419657008125,4460,4340,464,446,0.9686715581831011,0.9680836916585125
116,warmup_ratio-0.2,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9062821833161689,0.8125413814249026,4458,4342,462,448,0.969226283437535,0.9687094622493402
149,weight_decay-0.005,default,dropout-0.05,weight_decay-0.02,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.9686047526979318,0.9680081432651335
99,warmup_ratio-0.2,dropout-0.05,learning_rate-4e-05,train_batch_size-8,0.9062821833161689,0.8125416045908156,4459,4341,463,447,0.9687988471354725,0.9681925096659261
109,warmup_ratio-0.2,dropout-0.2,learning_rate-4e-05,train_batch_size-8,0.9062821833161689,0.8125416045908156,4459,4341,463,447,0.9687988471354725,0.9681925096659261
15,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,dropout-0.2,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.968663496549451,0.9681002850483251
9,warmup_ratio-0.2,weight_decay-0.005,default,dropout-0.2,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.968663496549451,0.9681002850483251
257,train_batch_size-32,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9062821833161689,0.8125514240626484,4469,4331,473,437,0.9693622704683181,0.9687670569388789
154,weight_decay-0.005,default,dropout-0.2,weight_decay-0.02,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.9686047526979318,0.9680081432651335
78,warmup_ratio-0.2,default,weight_decay-0.02,train_batch_size-8,0.9062821833161689,0.8125424647598539,4461,4339,465,445,0.9686417725682464,0.9680003045698969
112,warmup_ratio-0.2,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9062821833161689,0.8125458405930537,4465,4335,469,441,0.9688210802724865,0.9681824207046111
262,default,dropout-0.05,dropout-0.2,warmup_ratio-0.05,0.9062821833161689,0.8125419657008125,4460,4340,464,446,0.9687105086025269,0.968152147114205
153,weight_decay-0.005,default,dropout-0.05,train_batch_size-8,0.9062821833161689,0.812543876745966,4463,4337,467,443,0.9686354081206279,0.9680150490963624
158,weight_decay-0.005,default,dropout-0.2,train_batch_size-8,0.9062821833161689,0.812543876745966,4463,4337,467,443,0.9686354081206279,0.9680150490963624
8,warmup_ratio-0.2,weight_decay-0.005,default,dropout-0.05,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.968663496549451,0.9681002850483251
103,warmup_ratio-0.2,dropout-0.2,weight_decay-0.02,train_batch_size-8,0.9062821833161689,0.8125424647598539,4461,4339,465,445,0.9686417725682464,0.9680003045698969
293,default,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9061791967044284,0.8123383061377087,4463,4336,468,443,0.9690679147659597,0.96852671852297
89,warmup_ratio-0.2,dropout-0.05,dropout-0.2,train_batch_size-8,0.9061791967044284,0.8123374634942735,4462,4337,467,444,0.968659571806753,0.968050919312941
313,dropout-0.05,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9061791967044284,0.8123383061377087,4463,4336,468,443,0.9690679147659597,0.96852671852297
289,default,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.9061791967044284,0.8123445884722981,4468,4331,473,438,0.9687514956451904,0.9681201178235387
69,warmup_ratio-0.2,default,dropout-0.05,train_batch_size-8,0.9061791967044284,0.8123374634942735,4462,4337,467,444,0.968659571806753,0.968050919312941
106,warmup_ratio-0.2,dropout-0.2,learning_rate-1e-05,train_batch_size-8,0.9061791967044284,0.8123383061377087,4463,4336,468,443,0.9688796756202283,0.9683097127848261
81,warmup_ratio-0.2,default,learning_rate-1e-05,train_batch_size-8,0.9061791967044284,0.8123383061377087,4463,4336,468,443,0.9688796756202283,0.9683097127848261
74,warmup_ratio-0.2,default,dropout-0.2,train_batch_size-8,0.9061791967044284,0.8123374634942735,4462,4337,467,444,0.968659571806753,0.968050919312941
64,warmup_ratio-0.2,default,dropout-0.05,dropout-0.2,0.9061791967044284,0.812339286714217,4464,4335,469,442,0.9686289800285331,0.9680629172556623
323,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9061791967044284,0.8123383061377087,4463,4336,468,443,0.9690679147659597,0.96852671852297
96,warmup_ratio-0.2,dropout-0.05,learning_rate-1e-05,train_batch_size-8,0.9061791967044284,0.8123383061377087,4463,4336,468,443,0.9688796756202283,0.9683097127848261
319,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.9061791967044284,0.8123445884722981,4468,4331,473,438,0.9687514956451904,0.9681201178235387
201,weight_decay-0.005,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9061791967044284,0.812339286714217,4464,4335,469,442,0.9689735724374274,0.9683874317256638
327,weight_decay-0.02,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9061791967044284,0.8123374634942735,4462,4337,467,444,0.9690287097686293,0.9684425093436936
309,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.9061791967044284,0.8123445884722981,4468,4331,473,438,0.9687514956451904,0.9681201178235387
91,warmup_ratio-0.2,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121310860182284,4461,4337,467,445,0.968807630073186,0.968233052553042
296,dropout-0.05,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121310860182284,4461,4337,467,445,0.9687439431673497,0.968165334571721
326,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9060762100926879,0.8121327686839168,4463,4335,469,443,0.9689477539949213,0.9683304311304141
141,weight_decay-0.005,train_batch_size-32,weight_decay-0.02,train_batch_size-8,0.9060762100926879,0.8121327686839168,4463,4335,469,443,0.969167942667698,0.9685169400732231
185,weight_decay-0.005,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121304515226022,4460,4338,466,446,0.9687609574573166,0.9681851489460764
276,default,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121310860182284,4461,4337,467,445,0.9687439431673497,0.968165334571721
101,warmup_ratio-0.2,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121310860182284,4461,4337,467,445,0.968807630073186,0.968233052553042
160,weight_decay-0.005,default,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121304515226022,4460,4338,466,446,0.9687609574573166,0.9681851489460764
266,default,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121310860182284,4461,4337,467,445,0.9687439431673497,0.968165334571721
175,weight_decay-0.005,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121304515226022,4460,4338,466,446,0.9687609574573166,0.9681851489460764
328,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9060762100926879,0.8121299549112133,4459,4339,465,447,0.9688426769647389,0.9682211359263908
76,warmup_ratio-0.2,default,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121310860182284,4461,4337,467,445,0.968807630073186,0.968233052553042
203,weight_decay-0.005,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9060762100926879,0.8121293472078419,4455,4343,461,451,0.9688913862038463,0.9683149346383528
241,train_batch_size-32,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,0.9059732234809474,0.8119272643590758,4463,4334,470,443,0.969323404908194,0.9687506847933689
231,train_batch_size-32,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,0.9059732234809474,0.8119272643590758,4463,4334,470,443,0.969323404908194,0.9687506847933689
119,warmup_ratio-0.2,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9059732234809474,0.8119234648911676,4457,4340,464,449,0.9688652707537848,0.9682762122050597
216,train_batch_size-32,default,weight_decay-0.02,warmup_ratio-0.05,0.9059732234809474,0.8119272643590758,4463,4334,470,443,0.969323404908194,0.9687506847933689
35,warmup_ratio-0.2,weight_decay-0.005,learning_rate-4e-05,train_batch_size-8,0.905870236869207,0.8117179441216141,4458,4338,466,448,0.96880489336071,0.96821539854942
180,weight_decay-0.005,dropout-0.05,learning_rate-1e-05,train_batch_size-8,0.905870236869207,0.8117217931376837,4463,4333,471,443,0.9688726322981969,0.9682809554772088
190,weight_decay-0.005,dropout-0.2,learning_rate-1e-05,train_batch_size-8,0.905870236869207,0.8117217931376837,4463,4333,471,443,0.9688726322981969,0.9682809554772088
322,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.905870236869207,0.8117198400609743,4461,4335,469,445,0.9689922626986004,0.968423564835877
312,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.905870236869207,0.8117198400609743,4461,4335,469,445,0.9689922626986004,0.968423564835877
165,weight_decay-0.005,default,learning_rate-1e-05,train_batch_size-8,0.905870236869207,0.8117217931376837,4463,4333,471,443,0.9688726322981969,0.9682809554772088
292,default,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.905870236869207,0.8117198400609743,4461,4335,469,445,0.9689922626986004,0.968423564835877
268,default,dropout-0.05,weight_decay-0.02,train_batch_size-8,0.905664263645726,0.8113078217184785,4460,4334,470,446,0.9686068529656459,0.9679455290817296
271,default,dropout-0.05,learning_rate-1e-05,train_batch_size-8,0.905664263645726,0.8113153180485524,4466,4328,476,440,0.968845413677215,0.9682614723478051
278,default,dropout-0.2,weight_decay-0.02,train_batch_size-8,0.905664263645726,0.8113078217184785,4460,4334,470,446,0.9686068529656459,0.9679455290817296
281,default,dropout-0.2,learning_rate-1e-05,train_batch_size-8,0.905664263645726,0.8113153180485524,4466,4328,476,440,0.968845413677215,0.9682614723478051
187,weight_decay-0.005,dropout-0.2,weight_decay-0.02,train_batch_size-8,0.905664263645726,0.8113087266837263,4461,4333,471,445,0.9686487946754521,0.96799270175233
298,dropout-0.05,dropout-0.2,weight_decay-0.02,train_batch_size-8,0.905664263645726,0.8113078217184785,4460,4334,470,446,0.9686068529656459,0.9679455290817296
177,weight_decay-0.005,dropout-0.05,weight_decay-0.02,train_batch_size-8,0.905664263645726,0.8113087266837263,4461,4333,471,445,0.9686487946754521,0.96799270175233
162,weight_decay-0.005,default,weight_decay-0.02,train_batch_size-8,0.905664263645726,0.8113087266837263,4461,4333,471,445,0.9686487946754521,0.96799270175233
301,dropout-0.05,dropout-0.2,learning_rate-1e-05,train_batch_size-8,0.905664263645726,0.8113153180485524,4466,4328,476,440,0.968845413677215,0.9682614723478051
