,model 1,model 2,model 3,model 4,acc,mcc,tp,tn,fp,fn,auroc,auprc
209,train_batch_size-32,default,dropout-0.05,train_batch_size-8,0.9067971163748713,0.8135777455412253,4469,4336,468,437,0.9688727808019747,0.9682282327076767
152,weight_decay-0.005,default,dropout-0.05,learning_rate-4e-05,0.9067971163748713,0.8135713122454661,4459,4346,458,447,0.9687446856862385,0.9681832623405862
58,warmup_ratio-0.2,train_batch_size-32,learning_rate-1e-05,warmup_ratio-0.05,0.9067971163748713,0.8135717918825327,4462,4343,461,444,0.9692655520793414,0.9686914530491373
57,warmup_ratio-0.2,train_batch_size-32,weight_decay-0.02,train_batch_size-8,0.9067971163748713,0.8135806899487498,4471,4334,470,435,0.9688772359153077,0.9681832871409491
53,warmup_ratio-0.2,train_batch_size-32,dropout-0.2,train_batch_size-8,0.9067971163748713,0.8135791486609946,4470,4335,469,436,0.9688933379677827,0.9682519652295791
168,weight_decay-0.005,default,learning_rate-4e-05,train_batch_size-8,0.9067971163748713,0.8135713340109837,4460,4345,459,446,0.9685759853946958,0.9679361496949693
42,warmup_ratio-0.2,train_batch_size-32,default,train_batch_size-8,0.9067971163748713,0.8135791486609946,4470,4335,469,436,0.9688933379677827,0.9682519652295791
240,train_batch_size-32,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,0.9067971163748713,0.8135743651253498,4466,4339,465,440,0.9691532620085245,0.9685412665206345
172,weight_decay-0.005,dropout-0.05,dropout-0.2,learning_rate-4e-05,0.9067971163748713,0.8135713122454661,4459,4346,458,447,0.9687446856862385,0.9681832623405862
255,train_batch_size-32,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9067971163748713,0.8135764805828881,4468,4337,467,438,0.9689120494437813,0.9682374564383731
141,weight_decay-0.005,train_batch_size-32,weight_decay-0.02,train_batch_size-8,0.9067971163748713,0.8135753537796401,4467,4338,466,439,0.9688760903147364,0.9681833243959094
215,train_batch_size-32,default,weight_decay-0.02,learning_rate-1e-05,0.9067971163748713,0.8135743651253498,4466,4339,465,440,0.9691532620085245,0.9685412665206345
48,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,train_batch_size-8,0.9067971163748713,0.8135791486609946,4470,4335,469,436,0.9688933379677827,0.9682519652295791
157,weight_decay-0.005,default,dropout-0.2,learning_rate-4e-05,0.9067971163748713,0.8135713122454661,4459,4346,458,447,0.9687446856862385,0.9681832623405862
25,warmup_ratio-0.2,weight_decay-0.005,dropout-0.2,train_batch_size-8,0.9066941297631308,0.8133664912343572,4463,4341,463,443,0.9685509094710787,0.967902895636911
20,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,train_batch_size-8,0.9066941297631308,0.8133664912343572,4463,4341,463,443,0.9685509094710787,0.967902895636911
14,warmup_ratio-0.2,weight_decay-0.005,default,train_batch_size-8,0.9066941297631308,0.8133664912343572,4463,4341,463,443,0.9685509094710787,0.967902895636911
218,train_batch_size-32,default,weight_decay-0.02,train_batch_size-8,0.9066941297631308,0.8133724151341002,4469,4335,469,437,0.9688728232316255,0.9681844617486834
310,dropout-0.05,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9066941297631308,0.8133664912343572,4463,4341,463,443,0.9685627685584746,0.9678599537723618
320,dropout-0.2,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9066941297631308,0.8133664912343572,4463,4341,463,443,0.9685627685584746,0.9678599537723618
258,train_batch_size-32,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9066941297631308,0.8133679134309575,4465,4339,465,441,0.9690687421441501,0.9684419630155483
243,train_batch_size-32,dropout-0.2,weight_decay-0.02,train_batch_size-8,0.9066941297631308,0.8133724151341002,4469,4335,469,437,0.9688728232316255,0.9681844617486834
144,weight_decay-0.005,train_batch_size-32,learning_rate-1e-05,train_batch_size-8,0.9066941297631308,0.8133754947387124,4471,4333,471,435,0.9689890380451404,0.968328170997659
114,warmup_ratio-0.2,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.9066941297631308,0.8133688316842026,4466,4338,466,440,0.9686300195549774,0.9679467662275304
117,warmup_ratio-0.2,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9066941297631308,0.8133724151341002,4469,4335,469,437,0.9687975742459488,0.9681677180012833
290,default,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9066941297631308,0.8133664912343572,4463,4341,463,443,0.9685627685584746,0.9678599537723618
124,weight_decay-0.005,train_batch_size-32,default,warmup_ratio-0.05,0.9066941297631308,0.8133738858682369,4470,4334,470,436,0.9691602204712543,0.9685993240083757
130,weight_decay-0.005,train_batch_size-32,dropout-0.05,warmup_ratio-0.05,0.9066941297631308,0.8133738858682369,4470,4334,470,436,0.9691602204712543,0.9685993240083757
135,weight_decay-0.005,train_batch_size-32,dropout-0.2,warmup_ratio-0.05,0.9066941297631308,0.8133738858682369,4470,4334,470,436,0.9691602204712543,0.9685993240083757
233,train_batch_size-32,dropout-0.05,weight_decay-0.02,train_batch_size-8,0.9066941297631308,0.8133724151341002,4469,4335,469,437,0.9688728232316255,0.9681844617486834
151,weight_decay-0.005,default,dropout-0.05,warmup_ratio-0.05,0.9066941297631308,0.8133659872800109,4462,4342,462,444,0.9686953187875438,0.9681310758969713
156,weight_decay-0.005,default,dropout-0.2,warmup_ratio-0.05,0.9066941297631308,0.8133659872800109,4462,4342,462,444,0.9686953187875438,0.9681310758969713
171,weight_decay-0.005,dropout-0.05,dropout-0.2,warmup_ratio-0.05,0.9066941297631308,0.8133659872800109,4462,4342,462,444,0.9686953187875438,0.9681310758969713
133,weight_decay-0.005,train_batch_size-32,dropout-0.2,weight_decay-0.02,0.9065911431513903,0.8131671178081,4469,4334,470,437,0.969035137860724,0.9684303403784873
96,warmup_ratio-0.2,dropout-0.05,learning_rate-1e-05,train_batch_size-8,0.9065911431513903,0.8131644554651606,4467,4336,468,439,0.9687136908263362,0.9680841951668437
62,warmup_ratio-0.2,train_batch_size-32,warmup_ratio-0.05,train_batch_size-8,0.9065911431513903,0.8131703325431738,4471,4332,472,435,0.9689811673449188,0.9683440917731674
72,warmup_ratio-0.2,default,dropout-0.2,warmup_ratio-0.05,0.9065911431513903,0.8131614975741559,4464,4339,465,442,0.9687629304360784,0.9682133907263154
196,weight_decay-0.005,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9065911431513903,0.8131671178081,4469,4334,470,437,0.9686914789041474,0.968003383893453
128,weight_decay-0.005,train_batch_size-32,dropout-0.05,weight_decay-0.02,0.9065911431513903,0.8131671178081,4469,4334,470,437,0.969035137860724,0.9684303403784873
81,warmup_ratio-0.2,default,learning_rate-1e-05,train_batch_size-8,0.9065911431513903,0.8131644554651606,4467,4336,468,439,0.9687136908263362,0.9680841951668437
67,warmup_ratio-0.2,default,dropout-0.05,warmup_ratio-0.05,0.9065911431513903,0.8131614975741559,4464,4339,465,442,0.9687629304360784,0.9682133907263154
122,weight_decay-0.005,train_batch_size-32,default,weight_decay-0.02,0.9065911431513903,0.8131671178081,4469,4334,470,437,0.969035137860724,0.9684303403784873
87,warmup_ratio-0.2,dropout-0.05,dropout-0.2,warmup_ratio-0.05,0.9065911431513903,0.8131614975741559,4464,4339,465,442,0.9687629304360784,0.9682133907263154
106,warmup_ratio-0.2,dropout-0.2,learning_rate-1e-05,train_batch_size-8,0.9065911431513903,0.8131644554651606,4467,4336,468,439,0.9687136908263362,0.9680841951668437
315,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9064881565396499,0.8129544779971055,4462,4340,464,444,0.9688977294366394,0.9683120895865605
285,default,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9064881565396499,0.8129544779971055,4462,4340,464,444,0.9688977294366394,0.9683120895865605
305,dropout-0.05,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9064881565396499,0.8129544779971055,4462,4340,464,444,0.9688977294366394,0.9683120895865605
260,default,dropout-0.05,dropout-0.2,weight_decay-0.02,0.9064881565396499,0.8129551175279935,4463,4339,465,443,0.9685327071508897,0.9679168470588573
329,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9064881565396499,0.8129544779971055,4462,4340,464,444,0.9688833245701961,0.9682674238914845
210,train_batch_size-32,default,dropout-0.2,weight_decay-0.02,0.9064881565396499,0.8129634594006804,4470,4332,472,436,0.969017953852154,0.968412844470957
205,train_batch_size-32,default,dropout-0.05,weight_decay-0.02,0.9064881565396499,0.8129634594006804,4470,4332,472,436,0.969017953852154,0.968412844470957
54,warmup_ratio-0.2,train_batch_size-32,weight_decay-0.02,learning_rate-1e-05,0.9064881565396499,0.8129558950884617,4464,4338,466,442,0.9691458580344617,0.9685272697953893
225,train_batch_size-32,dropout-0.05,dropout-0.2,weight_decay-0.02,0.9064881565396499,0.8129634594006804,4470,4332,472,436,0.969017953852154,0.968412844470957
198,weight_decay-0.005,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.9064881565396499,0.8129578643207387,4466,4336,468,440,0.9686198364387877,0.967930025635658
115,warmup_ratio-0.2,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9063851699279094,0.8127487732655339,4462,4339,465,444,0.9685486606995868,0.9678427648484955
85,warmup_ratio-0.2,dropout-0.05,dropout-0.2,weight_decay-0.02,0.9063851699279094,0.8127487732655339,4462,4339,465,444,0.9686179058896769,0.968018170978572
111,warmup_ratio-0.2,weight_decay-0.02,learning_rate-1e-05,learning_rate-4e-05,0.9063851699279094,0.8127473066977807,4457,4344,460,449,0.9689921778392989,0.9684058711526756
10,warmup_ratio-0.2,weight_decay-0.005,default,weight_decay-0.02,0.9063851699279094,0.8127477726985053,4460,4341,463,446,0.9686261584567556,0.9680250464054474
103,warmup_ratio-0.2,dropout-0.2,weight_decay-0.02,train_batch_size-8,0.9063851699279094,0.8127503258002557,4464,4337,467,442,0.9685282096079059,0.9678379580826821
93,warmup_ratio-0.2,dropout-0.05,weight_decay-0.02,train_batch_size-8,0.9063851699279094,0.8127503258002557,4464,4337,467,442,0.9685282096079059,0.9678379580826821
287,default,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9063851699279094,0.812752430347433,4466,4335,469,440,0.9686951066392899,0.9680207745549423
12,warmup_ratio-0.2,weight_decay-0.005,default,warmup_ratio-0.05,0.9063851699279094,0.8127482039887235,4461,4340,464,445,0.9687635032363641,0.9682074872080549
70,warmup_ratio-0.2,default,dropout-0.2,weight_decay-0.02,0.9063851699279094,0.8127487732655339,4462,4339,465,444,0.9686179058896769,0.968018170978572
78,warmup_ratio-0.2,default,weight_decay-0.02,train_batch_size-8,0.9063851699279094,0.8127503258002557,4464,4337,467,442,0.9685282096079059,0.9678379580826821
148,weight_decay-0.005,default,dropout-0.05,dropout-0.2,0.9063851699279094,0.8127494805342147,4463,4338,466,443,0.9685368864714924,0.9679518745553066
317,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9063851699279094,0.812752430347433,4466,4335,469,440,0.9686951066392899,0.9680207745549423
65,warmup_ratio-0.2,default,dropout-0.05,weight_decay-0.02,0.9063851699279094,0.8127487732655339,4462,4339,465,444,0.9686179058896769,0.968018170978572
307,dropout-0.05,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9063851699279094,0.812752430347433,4466,4335,469,440,0.9686951066392899,0.9680207745549423
16,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,weight_decay-0.02,0.9063851699279094,0.8127477726985053,4460,4341,463,446,0.9686261584567556,0.9680250464054474
23,warmup_ratio-0.2,weight_decay-0.005,dropout-0.2,warmup_ratio-0.05,0.9063851699279094,0.8127482039887235,4461,4340,464,445,0.9687635032363641,0.9682074872080549
18,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,warmup_ratio-0.05,0.9063851699279094,0.8127482039887235,4461,4340,464,445,0.9687635032363641,0.9682074872080549
21,warmup_ratio-0.2,weight_decay-0.005,dropout-0.2,weight_decay-0.02,0.9063851699279094,0.8127477726985053,4460,4341,463,446,0.9686261584567556,0.9680250464054474
326,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9063851699279094,0.8127536896406041,4467,4334,470,439,0.968781005467315,0.9681094053783695
252,train_batch_size-32,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9063851699279094,0.8127582956750907,4470,4331,473,436,0.968985855821331,0.9682908508519052
201,weight_decay-0.005,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9063851699279094,0.8127536896406041,4467,4334,470,439,0.9688012868403929,0.9681638472427505
254,train_batch_size-32,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.9063851699279094,0.812756622297782,4469,4332,472,437,0.968967441352888,0.9682851103341723
203,weight_decay-0.005,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9063851699279094,0.8127473240577849,4458,4343,461,448,0.9686733614432598,0.9680377056942316
169,weight_decay-0.005,dropout-0.05,dropout-0.2,weight_decay-0.02,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.9685646142482841,0.9679587212693321
303,dropout-0.05,dropout-0.2,warmup_ratio-0.05,train_batch_size-8,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.9686238036111368,0.9679792610095417
84,warmup_ratio-0.2,default,learning_rate-4e-05,train_batch_size-8,0.9062821833161689,0.8125419657008125,4460,4340,464,446,0.9685844501100287,0.967927373838606
99,warmup_ratio-0.2,dropout-0.05,learning_rate-4e-05,train_batch_size-8,0.9062821833161689,0.8125419657008125,4460,4340,464,446,0.9685844501100287,0.967927373838606
283,default,dropout-0.2,warmup_ratio-0.05,train_batch_size-8,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.9686238036111368,0.9679792610095417
15,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,dropout-0.2,0.9062821833161689,0.812543876745966,4463,4337,467,443,0.9686223397881845,0.968051856058048
8,warmup_ratio-0.2,weight_decay-0.005,default,dropout-0.05,0.9062821833161689,0.812543876745966,4463,4337,467,443,0.9686223397881845,0.968051856058048
109,warmup_ratio-0.2,dropout-0.2,learning_rate-4e-05,train_batch_size-8,0.9062821833161689,0.8125419657008125,4460,4340,464,446,0.9685844501100287,0.967927373838606
246,train_batch_size-32,dropout-0.2,learning_rate-1e-05,train_batch_size-8,0.9062821833161689,0.8125531649211197,4470,4330,474,436,0.9690079828842183,0.9683662362047185
116,warmup_ratio-0.2,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9062821833161689,0.8125412961983245,4457,4343,461,449,0.9691008401749731,0.9685602010487433
273,default,dropout-0.05,warmup_ratio-0.05,train_batch_size-8,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.9686238036111368,0.9679792610095417
64,warmup_ratio-0.2,default,dropout-0.05,dropout-0.2,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.9685997884287894,0.9680294627281428
264,default,dropout-0.05,dropout-0.2,train_batch_size-8,0.9062821833161689,0.8125458405930537,4465,4335,469,441,0.9684805186804174,0.9678161436402563
9,warmup_ratio-0.2,weight_decay-0.005,default,dropout-0.2,0.9062821833161689,0.812543876745966,4463,4337,467,443,0.9686223397881845,0.968051856058048
221,train_batch_size-32,default,learning_rate-1e-05,train_batch_size-8,0.9062821833161689,0.8125531649211197,4470,4330,474,436,0.9690079828842183,0.9683662362047185
27,warmup_ratio-0.2,weight_decay-0.005,weight_decay-0.02,warmup_ratio-0.05,0.9062821833161689,0.8125413814249026,4458,4342,462,448,0.968746807168778,0.96815617711875
35,warmup_ratio-0.2,weight_decay-0.005,learning_rate-4e-05,train_batch_size-8,0.9062821833161689,0.8125419657008125,4460,4340,464,446,0.9685714454220612,0.9679216824424601
154,weight_decay-0.005,default,dropout-0.2,weight_decay-0.02,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.9685646142482841,0.9679587212693321
262,default,dropout-0.05,dropout-0.2,warmup_ratio-0.05,0.9062821833161689,0.8125419657008125,4460,4340,464,446,0.9686713036051965,0.9681034795357117
236,train_batch_size-32,dropout-0.05,learning_rate-1e-05,train_batch_size-8,0.9062821833161689,0.8125531649211197,4470,4330,474,436,0.9690079828842183,0.9683662362047185
29,warmup_ratio-0.2,weight_decay-0.005,weight_decay-0.02,train_batch_size-8,0.9062821833161689,0.8125419657008125,4460,4340,464,446,0.968525366821303,0.9678265688235383
149,weight_decay-0.005,default,dropout-0.05,weight_decay-0.02,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.9685646142482841,0.9679587212693321
327,weight_decay-0.02,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9062821833161689,0.8125447896840121,4464,4336,468,442,0.9687899156939811,0.9681229928447774
192,weight_decay-0.005,dropout-0.2,warmup_ratio-0.05,train_batch_size-8,0.9061791967044284,0.812339286714217,4464,4335,469,442,0.9686338170087232,0.9679890737966169
69,warmup_ratio-0.2,default,dropout-0.05,train_batch_size-8,0.9061791967044284,0.8123374634942735,4462,4337,467,444,0.968538307864794,0.9678904481574444
74,warmup_ratio-0.2,default,dropout-0.2,train_batch_size-8,0.9061791967044284,0.8123374634942735,4462,4337,467,444,0.968538307864794,0.9678904481574444
328,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9061791967044284,0.8123374634942735,4462,4337,467,444,0.9686492614016109,0.9679689298479128
292,default,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9061791967044284,0.8123430561023108,4467,4332,472,439,0.9688075876435353,0.9681864457889917
312,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9061791967044284,0.8123430561023108,4467,4332,472,439,0.9688075876435353,0.9681864457889917
182,weight_decay-0.005,dropout-0.05,warmup_ratio-0.05,train_batch_size-8,0.9061791967044284,0.812339286714217,4464,4335,469,442,0.9686338170087232,0.9679890737966169
89,warmup_ratio-0.2,dropout-0.05,dropout-0.2,train_batch_size-8,0.9061791967044284,0.8123374634942735,4462,4337,467,444,0.968538307864794,0.9678904481574444
167,weight_decay-0.005,default,warmup_ratio-0.05,train_batch_size-8,0.9061791967044284,0.812339286714217,4464,4335,469,442,0.9686338170087232,0.9679890737966169
322,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9061791967044284,0.8123430561023108,4467,4332,472,439,0.9688075876435353,0.9681864457889917
91,warmup_ratio-0.2,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121310860182284,4461,4337,467,445,0.9687642245404275,0.9681820249643286
241,train_batch_size-32,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121338168653687,4464,4334,470,442,0.9691554471355404,0.9685718369793284
313,dropout-0.05,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9060762100926879,0.8121350029538369,4465,4333,471,441,0.968815840210614,0.968196692341919
293,default,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9060762100926879,0.8121350029538369,4465,4333,471,441,0.968815840210614,0.968196692341919
266,default,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121310860182284,4461,4337,467,445,0.9686951278541153,0.968104541309815
216,train_batch_size-32,default,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121338168653687,4464,4334,470,442,0.9691554471355404,0.9685718369793284
323,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9060762100926879,0.8121350029538369,4465,4333,471,441,0.968815840210614,0.968196692341919
76,warmup_ratio-0.2,default,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121310860182284,4461,4337,467,445,0.9687642245404275,0.9681820249643286
119,warmup_ratio-0.2,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9060762100926879,0.8121304515226022,4460,4338,466,446,0.9686662969064034,0.9680252276321223
112,warmup_ratio-0.2,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9060762100926879,0.812137788876922,4467,4331,473,439,0.9686812533583068,0.9680055254243789
276,default,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121310860182284,4461,4337,467,445,0.9686951278541153,0.968104541309815
101,warmup_ratio-0.2,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121310860182284,4461,4337,467,445,0.9687642245404275,0.9681820249643286
296,dropout-0.05,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121310860182284,4461,4337,467,445,0.9686951278541153,0.968104541309815
231,train_batch_size-32,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,0.9060762100926879,0.8121338168653687,4464,4334,470,442,0.9691554471355404,0.9685718369793284
185,weight_decay-0.005,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,0.9059732234809474,0.8119241799793668,4459,4338,466,447,0.9687049078886225,0.9681200930048548
175,weight_decay-0.005,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,0.9059732234809474,0.8119241799793668,4459,4338,466,447,0.9687049078886225,0.9681200930048548
160,weight_decay-0.005,default,weight_decay-0.02,warmup_ratio-0.05,0.9059732234809474,0.8119241799793668,4459,4338,466,447,0.9687049078886225,0.9681200930048548
257,train_batch_size-32,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9059732234809474,0.8119342219389244,4468,4329,475,438,0.9690843986852918,0.9684360150113801
173,weight_decay-0.005,dropout-0.05,dropout-0.2,train_batch_size-8,0.905870236869207,0.8117217931376837,4463,4333,471,443,0.9685076736569233,0.9678513683910308
153,weight_decay-0.005,default,dropout-0.05,train_batch_size-8,0.905870236869207,0.8117217931376837,4463,4333,471,443,0.9685076736569233,0.9678513683910308
158,weight_decay-0.005,default,dropout-0.2,train_batch_size-8,0.905870236869207,0.8117217931376837,4463,4333,471,443,0.9685076736569233,0.9678513683910308
165,weight_decay-0.005,default,learning_rate-1e-05,train_batch_size-8,0.9057672502574665,0.8115152420039348,4462,4333,471,444,0.968706923297035,0.968066147156758
180,weight_decay-0.005,dropout-0.05,learning_rate-1e-05,train_batch_size-8,0.9057672502574665,0.8115152420039348,4462,4333,471,444,0.968706923297035,0.968066147156758
190,weight_decay-0.005,dropout-0.2,learning_rate-1e-05,train_batch_size-8,0.9057672502574665,0.8115152420039348,4462,4333,471,444,0.968706923297035,0.968066147156758
309,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.905664263645726,0.8113153180485524,4466,4328,476,440,0.9686184150454864,0.9679413072317749
298,dropout-0.05,dropout-0.2,weight_decay-0.02,train_batch_size-8,0.905664263645726,0.8113097694099988,4462,4332,472,444,0.9685093284133042,0.9678144513745206
319,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.905664263645726,0.8113153180485524,4466,4328,476,440,0.9686184150454864,0.9679413072317749
289,default,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.905664263645726,0.8113153180485524,4466,4328,476,440,0.9686184150454864,0.9679413072317749
278,default,dropout-0.2,weight_decay-0.02,train_batch_size-8,0.905664263645726,0.8113097694099988,4462,4332,472,444,0.9685093284133042,0.9678144513745206
268,default,dropout-0.05,weight_decay-0.02,train_batch_size-8,0.905664263645726,0.8113097694099988,4462,4332,472,444,0.9685093284133042,0.9678144513745206
301,dropout-0.05,dropout-0.2,learning_rate-1e-05,train_batch_size-8,0.9055612770339856,0.8111119471713115,4467,4326,478,439,0.9687018953834163,0.9680695457748789
271,default,dropout-0.05,learning_rate-1e-05,train_batch_size-8,0.9055612770339856,0.8111119471713115,4467,4326,478,439,0.9687018953834163,0.9680695457748789
281,default,dropout-0.2,learning_rate-1e-05,train_batch_size-8,0.9055612770339856,0.8111119471713115,4467,4326,478,439,0.9687018953834163,0.9680695457748789
162,weight_decay-0.005,default,weight_decay-0.02,train_batch_size-8,0.9054582904222451,0.8108958033759828,4459,4333,471,447,0.9685130834373992,0.9678093183877248
177,weight_decay-0.005,dropout-0.05,weight_decay-0.02,train_batch_size-8,0.9054582904222451,0.8108958033759828,4459,4333,471,447,0.9685130834373992,0.9678093183877248
187,weight_decay-0.005,dropout-0.2,weight_decay-0.02,train_batch_size-8,0.9054582904222451,0.8108958033759828,4459,4333,471,447,0.9685130834373992,0.9678093183877248
